CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP03794,2025-01-13,2025-01-18,Display,171190,10761,4343,1923,2636.6,6281.26,1.38
CAMP03795,2025-06-14,2025-06-23,Social,205231,2668,576,337,1519.09,3825.94,1.52
CAMP03796,2025-04-12,2025-04-26,Social,54866,2084,724,369,680.66,1126.04,0.65
CAMP03797,2025-10-07,2025-10-17,Social,24546,576,90,22,2030.58,5775.0,1.84
CAMP03798,2025-09-15,2025-09-24,Display,107833,10568,4526,1668,2450.85,3706.2,0.51
CAMP03799,2025-12-03,2025-12-11,Search,155025,1717,533,281,3343.73,5667.61,0.69
CAMP03800,2025-12-22,2025-12-27,Email,171655,7160,3078,1434,1183.58,1648.9,0.39
CAMP03801,2025-05-18,2025-05-29,Social,224964,8379,1545,442,4355.62,9034.32,1.07
CAMP03802,2025-06-12,2025-06-25,Email,264832,18316,2786,1455,1008.66,3024.51,2.0
CAMP03803,2025-04-21,2025-05-01,Influencer,206186,3108,1167,494,4986.43,12147.49,1.44
CAMP03804,2025-04-12,2025-04-19,Display,271606,22531,2779,1432,2828.71,5495.15,0.94
CAMP03805,2025-01-17,2025-01-31,Influencer,268032,13934,2753,1240,819.53,2430.61,1.97
CAMP03806,2025-09-25,2025-10-03,Social,221470,11239,5209,2006,4188.53,4600.47,0.1
CAMP03807,2025-07-01,2025-07-15,Search,90509,2752,421,206,1343.28,2111.37,0.57
CAMP03808,2025-01-24,2025-02-02,Social,116946,6327,1583,864,1022.73,2737.07,1.68
CAMP03809,2025-01-29,2025-02-03,Email,290554,12421,5940,2294,760.48,1558.01,1.05
CAMP03810,2025-06-20,2025-06-29,Social,13602,436,47,9,2799.38,2825.67,0.01
CAMP03811,2025-08-16,2025-08-21,Search,23614,594,165,72,4408.7,8436.07,0.91
CAMP03812,2025-07-07,2025-07-20,Search,23444,1771,734,173,4495.84,4692.01,0.04
CAMP03813,2025-12-12,2025-12-23,Display,73149,1666,772,254,3949.53,8479.53,1.15
CAMP03814,2025-08-18,2025-08-25,Display,126703,3182,1254,526,2949.09,6681.11,1.27
CAMP03815,2025-11-17,2025-11-30,Search,121490,7524,3426,1158,2696.43,3782.6,0.4
CAMP03816,2025-12-06,2025-12-12,Search,49866,1513,172,53,1931.48,5742.28,1.97
CAMP03817,2025-04-29,2025-05-10,Email,193311,9925,1389,288,315.93,842.78,1.67
CAMP03818,2025-06-05,2025-06-18,Social,124401,7434,2937,903,4199.29,8094.83,0.93
CAMP03819,2025-09-29,2025-10-09,Display,111034,3852,1545,546,4997.41,8091.34,0.62
CAMP03820,2025-06-24,2025-07-08,Email,48211,1972,674,213,4612.15,4725.97,0.02
CAMP03821,2025-04-14,2025-04-23,Social,68789,1989,779,351,4671.89,11149.59,1.39
CAMP03822,2025-04-02,2025-04-13,Display,249778,12848,5694,2655,1732.79,2643.83,0.53
CAMP03823,2025-07-05,2025-07-15,Email,79522,7897,2512,1286,586.6,1049.61,0.79
CAMP03824,2025-10-10,2025-10-19,Influencer,69084,2946,1410,386,4370.76,8117.57,0.86
CAMP03825,2025-06-30,2025-07-06,Influencer,104032,7157,2703,1209,3842.67,10404.53,1.71
CAMP03826,2025-06-19,2025-07-01,Display,293413,19726,5696,2119,2012.83,5440.3,1.7
CAMP03827,2025-07-06,2025-07-17,Email,84709,6843,1838,604,4184.53,10680.75,1.55
CAMP03828,2025-06-24,2025-07-04,Social,118145,8751,3500,1375,779.8,1975.7,1.53
CAMP03829,2025-08-10,2025-08-19,Social,26118,288,101,39,3290.31,6546.02,0.99
CAMP03830,2025-08-21,2025-08-30,Email,234566,8873,3788,1726,4771.58,12321.36,1.58
CAMP03831,2025-06-11,2025-06-24,Influencer,281233,24838,10243,4339,4561.05,12389.11,1.72
CAMP03832,2025-05-14,2025-05-19,Email,47956,2808,869,393,3828.16,7644.37,1.0
CAMP03833,2025-08-12,2025-08-25,Influencer,244675,4741,2267,1342,1406.26,3938.63,1.8
CAMP03834,2025-06-02,2025-06-12,Influencer,84226,2935,1120,587,602.56,1796.09,1.98
CAMP03835,2025-02-02,2025-02-10,Social,113605,4033,727,230,1691.21,2284.09,0.35
CAMP03836,2025-02-24,2025-03-10,Display,240415,21297,7398,3058,3125.03,9244.04,1.96
CAMP03837,2025-01-07,2025-01-18,Search,132974,7952,1437,419,1650.88,2462.26,0.49
CAMP03838,2025-09-01,2025-09-14,Email,48779,3158,1021,416,2124.26,6092.51,1.87
CAMP03839,2025-11-09,2025-11-18,Influencer,156567,6737,2802,1358,2077.67,5614.32,1.7
CAMP03840,2025-05-06,2025-05-15,Email,189175,2918,1240,280,1745.55,4943.6,1.83
CAMP03841,2025-01-12,2025-01-24,Display,223212,3743,1348,343,4624.91,8889.36,0.92
CAMP03842,2025-01-16,2025-01-27,Display,8247,394,162,32,1667.77,2171.64,0.3
CAMP03843,2025-07-27,2025-08-08,Search,186440,4842,1398,491,4968.28,7180.37,0.45
CAMP03844,2025-02-12,2025-02-27,Search,136012,2636,844,427,1125.74,1811.75,0.61
CAMP03845,2025-05-15,2025-05-29,Influencer,111284,3739,1689,641,4375.86,6561.33,0.5
CAMP03846,2025-08-16,2025-08-22,Search,275084,21122,6278,2688,3688.45,10824.73,1.93
CAMP03847,2025-04-21,2025-05-04,Influencer,285750,4735,1138,496,3377.14,4431.29,0.31
CAMP03848,2025-11-03,2025-11-10,Social,112753,5676,2377,560,2282.21,5412.46,1.37
CAMP03849,2025-06-09,2025-06-19,Influencer,170354,14368,1726,465,4101.28,8297.71,1.02
CAMP03850,2025-11-27,2025-12-07,Search,247114,8429,4074,2306,2511.87,2683.72,0.07
CAMP03851,2025-09-21,2025-09-27,Email,7883,293,69,26,764.15,1087.52,0.42
CAMP03852,2025-08-13,2025-08-24,Search,232103,20791,7315,2687,1474.44,4227.43,1.87
CAMP03853,2025-08-05,2025-08-18,Display,214175,14671,5489,2746,993.9,2617.58,1.63
CAMP03854,2025-02-14,2025-02-28,Search,74875,6124,948,206,2891.11,6279.24,1.17
CAMP03855,2025-08-02,2025-08-17,Social,152558,5496,2358,1264,3311.49,3819.69,0.15
CAMP03856,2025-02-28,2025-03-05,Influencer,81085,8084,2658,1244,1746.08,2229.87,0.28
CAMP03857,2025-05-12,2025-05-24,Display,271137,6149,1421,366,293.63,722.68,1.46
CAMP03858,2025-04-14,2025-04-20,Influencer,270852,26157,11516,2602,3327.81,8366.51,1.51
CAMP03859,2025-07-14,2025-07-19,Influencer,33788,3081,1078,216,403.6,1176.98,1.92
CAMP03860,2025-06-06,2025-06-18,Search,6495,387,160,50,4831.8,6818.57,0.41
CAMP03861,2025-04-08,2025-04-14,Email,231042,14480,7195,2373,4447.66,10221.3,1.3
CAMP03862,2025-08-14,2025-08-24,Display,115002,9171,1395,377,4171.32,7765.66,0.86
CAMP03863,2025-07-24,2025-08-03,Social,143609,5401,2159,679,1900.96,2333.81,0.23
CAMP03864,2025-03-20,2025-03-29,Social,171625,9863,3975,1688,3750.47,6271.94,0.67
CAMP03865,2025-05-04,2025-05-16,Email,158275,14436,6494,1591,324.68,563.28,0.73
CAMP03866,2025-08-06,2025-08-13,Email,229916,3711,976,273,539.21,1028.22,0.91
CAMP03867,2025-01-04,2025-01-18,Search,42659,3903,1747,742,2523.28,4002.09,0.59
CAMP03868,2025-03-31,2025-04-08,Social,270669,20459,7282,3508,2975.15,6263.67,1.11
CAMP03869,2025-04-14,2025-04-25,Display,271921,21559,2748,1573,3858.06,8537.54,1.21
CAMP03870,2025-04-29,2025-05-10,Email,205797,3256,366,147,1558.8,2845.73,0.83
CAMP03871,2025-05-13,2025-05-25,Email,181863,4891,1431,351,2758.76,4818.96,0.75
CAMP03872,2025-11-08,2025-11-14,Email,93853,8754,3627,1583,406.46,939.34,1.31
CAMP03873,2025-04-06,2025-04-21,Display,256897,5437,1379,824,2407.25,2668.21,0.11
CAMP03874,2025-11-27,2025-12-03,Social,265133,17712,7806,4318,3389.18,9262.02,1.73
CAMP03875,2025-05-23,2025-05-31,Display,167573,13479,4001,2048,4949.24,14596.62,1.95
CAMP03876,2025-10-15,2025-10-29,Display,130409,4018,444,219,3863.01,4290.33,0.11
CAMP03877,2025-01-28,2025-02-10,Search,70258,5121,2506,1258,4977.86,12038.26,1.42
CAMP03878,2025-10-05,2025-10-19,Email,81185,1290,381,90,2539.79,3821.05,0.5
CAMP03879,2025-08-21,2025-09-03,Social,28719,1576,567,231,2221.47,4132.02,0.86
CAMP03880,2025-01-17,2025-01-25,Search,134420,5390,968,460,4187.61,6454.3,0.54
CAMP03881,2025-02-28,2025-03-13,Search,71686,4883,1069,244,2365.69,3379.37,0.43
CAMP03882,2025-03-31,2025-04-07,Influencer,215909,19434,5708,3230,3805.08,7161.04,0.88
CAMP03883,2025-07-18,2025-07-27,Email,164506,3503,1549,388,4973.06,8669.12,0.74
CAMP03884,2025-12-28,2026-01-11,Social,238513,12051,1696,399,3650.52,6759.24,0.85
CAMP03885,2025-01-26,2025-02-08,Social,25520,1227,505,125,170.08,444.96,1.62
CAMP03886,2025-01-25,2025-02-04,Social,295690,11573,3839,1417,983.39,2908.18,1.96
CAMP03887,2025-10-28,2025-11-04,Email,281126,14960,4485,1871,1453.71,1870.43,0.29
CAMP03888,2025-12-05,2025-12-19,Social,74451,6645,2994,712,4128.46,10272.41,1.49
CAMP03889,2025-09-24,2025-10-07,Display,24636,2405,354,182,4667.45,9793.25,1.1
CAMP03890,2025-06-30,2025-07-10,Display,234292,2402,1192,333,3283.52,5733.14,0.75
CAMP03891,2025-12-26,2026-01-03,Email,262701,20099,8880,3766,531.38,1233.41,1.32
CAMP03892,2025-03-09,2025-03-17,Social,194159,12689,2922,1158,2547.67,7039.34,1.76
CAMP03893,2025-12-17,2025-12-29,Influencer,147029,14630,4105,2308,4309.31,9838.23,1.28
CAMP03894,2025-11-17,2025-11-28,Influencer,122199,2211,243,135,1874.71,4512.93,1.41
CAMP03895,2025-02-18,2025-02-23,Influencer,67871,5634,1752,517,419.84,544.32,0.3
CAMP03896,2025-06-24,2025-07-04,Display,135448,12739,4064,1688,3919.95,9509.16,1.43
CAMP03897,2025-02-21,2025-03-05,Influencer,66737,6145,2892,1718,3319.89,9867.55,1.97
CAMP03898,2025-04-12,2025-04-19,Social,236568,14300,3648,1213,2388.16,6971.52,1.92
CAMP03899,2025-08-04,2025-08-17,Social,45975,1815,595,136,4264.05,7753.7,0.82
CAMP03900,2025-07-07,2025-07-21,Influencer,110687,7481,2964,1444,4263.59,11786.78,1.76
CAMP03901,2025-02-26,2025-03-04,Search,42939,1612,553,221,3534.7,7715.3,1.18
CAMP03902,2025-02-16,2025-02-26,Influencer,13298,626,101,58,4717.36,5833.42,0.24
CAMP03903,2025-06-08,2025-06-13,Search,124002,6214,1048,450,2324.33,6871.65,1.96
CAMP03904,2025-06-23,2025-07-08,Email,200494,7453,1157,468,3671.75,8174.7,1.23
CAMP03905,2025-08-30,2025-09-05,Email,11480,467,87,49,4170.34,5053.41,0.21
CAMP03906,2025-10-09,2025-10-18,Social,247034,2632,608,214,3214.41,6893.31,1.14
CAMP03907,2025-08-29,2025-09-03,Display,9349,343,135,59,2810.24,6865.13,1.44
CAMP03908,2025-01-05,2025-01-17,Social,71964,3778,469,252,3686.79,5436.24,0.47
CAMP03909,2025-03-25,2025-03-30,Social,44491,1137,486,213,1837.08,4344.49,1.36
CAMP03910,2025-11-04,2025-11-17,Display,182850,15085,3092,986,1895.51,5557.38,1.93
CAMP03911,2025-12-27,2026-01-10,Social,163749,9560,3301,1397,4885.41,7148.79,0.46
CAMP03912,2025-09-05,2025-09-20,Display,101440,8262,2652,988,682.3,1352.11,0.98
CAMP03913,2025-02-23,2025-03-02,Social,264360,5691,919,545,4225.79,6879.66,0.63
CAMP03914,2025-06-10,2025-06-16,Email,85345,7155,1537,338,3964.86,7040.82,0.78
CAMP03915,2025-08-14,2025-08-19,Search,149344,14373,3138,1591,365.39,977.13,1.67
CAMP03916,2025-01-15,2025-01-28,Social,147900,6170,2156,451,3547.16,9389.6,1.65
CAMP03917,2025-08-12,2025-08-20,Search,49431,1757,729,321,560.03,569.38,0.02
CAMP03918,2025-03-02,2025-03-07,Influencer,16223,1106,551,205,1131.46,1407.71,0.24
CAMP03919,2025-05-02,2025-05-07,Social,61822,4156,575,324,4795.25,8142.41,0.7
CAMP03920,2025-10-04,2025-10-15,Email,40689,818,388,161,1874.54,3010.65,0.61
CAMP03921,2025-02-15,2025-02-21,Display,279781,26133,8483,4503,378.33,449.14,0.19
CAMP03922,2025-10-21,2025-11-01,Email,182606,9699,2354,1103,2653.87,6303.78,1.38
CAMP03923,2025-03-03,2025-03-14,Search,282410,22253,4758,1802,1111.43,2540.05,1.29
CAMP03924,2025-03-27,2025-04-10,Display,53068,2246,412,138,2189.01,3275.3,0.5
CAMP03925,2025-07-29,2025-08-11,Email,180428,6051,1953,482,598.12,1030.76,0.72
CAMP03926,2025-03-19,2025-03-30,Email,151118,3024,1446,297,570.25,1126.77,0.98
CAMP03927,2025-07-21,2025-07-26,Email,30270,1050,181,36,2570.3,2803.12,0.09
CAMP03928,2025-10-29,2025-11-10,Display,124693,12395,3402,987,1745.8,2286.29,0.31
CAMP03929,2025-08-11,2025-08-23,Email,81342,5630,1022,433,860.82,1974.41,1.29
CAMP03930,2025-08-10,2025-08-18,Email,242838,19973,3400,2006,2943.82,5803.19,0.97
CAMP03931,2025-01-03,2025-01-15,Search,42988,4138,1848,890,404.74,890.81,1.2
CAMP03932,2025-01-06,2025-01-14,Email,129291,2212,452,103,3788.42,11162.99,1.95
CAMP03933,2025-04-03,2025-04-15,Email,264357,6562,1307,598,351.56,882.77,1.51
CAMP03934,2025-01-08,2025-01-17,Influencer,40892,3824,1774,699,4854.82,14256.01,1.94
CAMP03935,2025-08-23,2025-08-31,Display,121441,7384,1878,853,3704.56,8082.99,1.18
CAMP03936,2025-04-18,2025-04-28,Influencer,195237,13107,1356,609,4496.34,4509.52,0.0
CAMP03937,2025-06-10,2025-06-16,Search,141171,6844,2658,684,2255.75,2678.82,0.19
CAMP03938,2025-07-28,2025-08-03,Influencer,100847,8400,2577,1463,384.6,920.72,1.39
CAMP03939,2025-08-28,2025-09-03,Social,210160,11884,4868,2053,1224.26,1971.23,0.61
CAMP03940,2025-11-27,2025-12-10,Display,95845,8084,2652,1273,4858.37,8878.89,0.83
CAMP03941,2025-11-29,2025-12-13,Email,251619,24984,6008,2131,3132.57,7364.16,1.35
CAMP03942,2025-02-19,2025-02-26,Influencer,213884,14588,1847,459,1216.57,2027.86,0.67
CAMP03943,2025-01-11,2025-01-25,Influencer,16739,964,430,204,2465.81,6774.35,1.75
CAMP03944,2025-12-17,2025-12-25,Email,109034,4673,854,492,1655.46,2938.2,0.77
CAMP03945,2025-06-05,2025-06-19,Email,279528,7693,3758,1625,2499.62,2721.21,0.09
CAMP03946,2025-03-11,2025-03-23,Search,169166,11689,2318,647,4199.46,12465.75,1.97
CAMP03947,2025-06-18,2025-06-26,Influencer,138192,2160,930,417,1190.52,2356.57,0.98
CAMP03948,2025-09-29,2025-10-14,Influencer,92295,8866,3683,1368,2055.53,3496.63,0.7
CAMP03949,2025-03-09,2025-03-23,Social,285294,19479,5553,1996,2285.84,6396.52,1.8
CAMP03950,2025-12-21,2026-01-04,Social,264041,25438,6631,3749,2976.56,8101.43,1.72
CAMP03951,2025-09-09,2025-09-20,Influencer,191825,6618,2523,1248,480.87,517.24,0.08
CAMP03952,2025-02-17,2025-02-26,Social,40673,3871,1205,486,1114.36,2916.15,1.62
CAMP03953,2025-07-03,2025-07-16,Influencer,144362,9396,3314,1216,2049.38,4057.65,0.98
CAMP03954,2025-11-16,2025-11-24,Display,65123,5400,1555,462,4065.77,9541.95,1.35
CAMP03955,2025-07-06,2025-07-13,Search,249636,6516,2103,709,1015.53,1311.97,0.29
CAMP03956,2025-03-31,2025-04-06,Social,283771,15610,2742,1141,4419.47,10319.19,1.33
CAMP03957,2025-11-28,2025-12-03,Influencer,78474,4803,586,128,1761.9,2572.71,0.46
CAMP03958,2025-05-19,2025-06-03,Social,194916,8840,2142,734,1343.81,1659.2,0.23
CAMP03959,2025-12-23,2026-01-02,Search,67904,2226,637,253,2105.97,2673.15,0.27
CAMP03960,2025-03-30,2025-04-13,Display,200777,18356,8488,3762,2813.17,4500.72,0.6
CAMP03961,2025-10-01,2025-10-07,Email,108798,1920,509,253,3696.47,11027.68,1.98
CAMP03962,2025-01-19,2025-01-31,Email,73245,1747,477,98,2437.02,2701.6,0.11
CAMP03963,2025-11-07,2025-11-17,Social,163701,6359,2352,747,4108.21,6827.14,0.66
CAMP03964,2025-12-24,2026-01-02,Influencer,225693,20939,3825,1164,4111.84,8429.73,1.05
CAMP03965,2025-06-03,2025-06-09,Search,51537,3132,1405,573,108.53,153.44,0.41
CAMP03966,2025-09-17,2025-09-28,Display,297976,12987,3520,1360,3978.76,11630.76,1.92
CAMP03967,2025-04-18,2025-04-24,Display,28472,1316,621,144,2269.49,4359.99,0.92
CAMP03968,2025-10-12,2025-10-21,Display,184922,15792,3292,1660,4838.73,11542.47,1.39
CAMP03969,2025-02-28,2025-03-06,Email,120735,1498,428,203,4119.11,7084.6,0.72
CAMP03970,2025-05-05,2025-05-20,Search,91298,1006,413,218,1981.64,2751.31,0.39
CAMP03971,2025-12-20,2026-01-03,Email,14507,205,66,16,3209.7,5158.7,0.61
CAMP03972,2025-09-30,2025-10-15,Social,211186,11029,4020,1618,1051.79,1640.11,0.56
CAMP03973,2025-04-17,2025-05-02,Display,60696,3782,802,354,1522.71,4103.86,1.7
CAMP03974,2025-10-26,2025-11-01,Search,61373,4063,940,206,1090.32,1122.51,0.03
CAMP03975,2025-09-02,2025-09-13,Display,20979,1590,481,280,3780.67,10537.81,1.79
CAMP03976,2025-12-02,2025-12-15,Email,29997,812,146,75,140.26,250.47,0.79
CAMP03977,2025-09-04,2025-09-13,Email,192216,6459,972,289,2095.64,4680.95,1.23
CAMP03978,2025-01-08,2025-01-19,Email,217441,6939,3035,1370,4204.07,10977.37,1.61
CAMP03979,2025-05-21,2025-05-29,Display,90721,2125,871,224,3574.49,6870.09,0.92
CAMP03980,2025-12-28,2026-01-03,Search,26746,855,404,221,2166.6,2567.9,0.19
CAMP03981,2025-01-08,2025-01-15,Search,223465,14576,4877,1167,3201.91,6670.85,1.08
CAMP03982,2025-12-18,2025-12-24,Social,276747,11893,3188,1790,2215.81,2754.6,0.24
CAMP03983,2025-04-04,2025-04-13,Display,9570,757,106,56,4235.64,11221.69,1.65
CAMP03984,2025-11-17,2025-11-27,Social,168388,9813,4319,1689,2905.75,6670.97,1.3
CAMP03985,2025-02-08,2025-02-19,Social,56604,1646,465,214,3199.83,6989.35,1.18
CAMP03986,2025-03-22,2025-03-29,Social,23467,1221,396,118,4944.24,4948.07,0.0
CAMP03987,2025-07-06,2025-07-14,Social,263405,16700,3764,1331,3873.53,11311.27,1.92
CAMP03988,2025-03-25,2025-04-06,Email,206441,18158,5620,1612,1501.2,1892.51,0.26
CAMP03989,2025-03-29,2025-04-06,Social,241177,20508,8463,3478,3887.57,5314.01,0.37
CAMP03990,2025-08-30,2025-09-10,Search,265567,12848,4945,1619,4649.59,13820.06,1.97
CAMP03991,2025-12-08,2025-12-18,Social,8340,569,281,95,1545.87,1822.68,0.18
CAMP03992,2025-04-03,2025-04-14,Email,213920,7872,2347,885,4104.77,10193.34,1.48
CAMP03993,2025-03-27,2025-04-01,Influencer,238220,15953,4975,2731,1265.33,1505.65,0.19
CAMP03994,2025-02-13,2025-02-20,Influencer,202247,18637,2256,946,2226.76,5490.36,1.47
CAMP03995,2025-05-17,2025-05-27,Influencer,194990,12910,3301,1725,3481.85,9675.26,1.78
CAMP03996,2025-03-15,2025-03-22,Display,49188,1836,860,463,1293.28,2197.79,0.7
CAMP03997,2025-02-05,2025-02-16,Search,20211,1373,329,98,1017.75,1653.58,0.62
CAMP03998,2025-04-11,2025-04-24,Email,280640,25607,10407,5318,2366.46,6782.26,1.87
CAMP03999,2025-06-05,2025-06-12,Influencer,193320,4317,2119,973,3937.69,4525.59,0.15
CAMP04000,2025-09-12,2025-09-17,Email,231697,12377,1865,751,3019.73,5118.72,0.7
CAMP04001,2025-06-20,2025-07-04,Email,34672,1348,314,73,3535.95,8153.39,1.31
CAMP04002,2025-08-04,2025-08-14,Display,86481,2744,795,341,3477.46,8258.89,1.37
CAMP04003,2025-06-19,2025-06-24,Influencer,210327,9603,1872,490,2768.04,5275.98,0.91
CAMP04004,2025-09-09,2025-09-14,Social,172099,7823,821,432,1646.49,4457.53,1.71
CAMP04005,2025-12-26,2026-01-07,Email,244135,7065,2030,1164,2166.39,5844.79,1.7
CAMP04006,2025-11-18,2025-12-01,Influencer,292294,13540,4260,1666,1965.04,5176.18,1.63
CAMP04007,2025-02-24,2025-03-02,Email,80762,5413,1895,712,487.44,653.92,0.34
CAMP04008,2025-04-01,2025-04-14,Display,183012,2253,970,383,4502.47,10325.82,1.29
CAMP04009,2025-10-05,2025-10-14,Display,243780,24141,4857,1101,3245.09,8768.13,1.7
CAMP04010,2025-04-11,2025-04-23,Social,275873,10106,1257,370,4300.23,5111.02,0.19
CAMP04011,2025-06-04,2025-06-15,Display,28938,1913,260,149,3902.7,5811.8,0.49
CAMP04012,2025-12-15,2025-12-26,Influencer,239329,8500,2541,858,434.65,1284.81,1.96
CAMP04013,2025-12-30,2026-01-07,Display,80302,3647,1710,746,1159.9,2231.36,0.92
CAMP04014,2025-05-21,2025-05-27,Social,30762,1828,900,413,4758.6,9804.59,1.06
CAMP04015,2025-06-22,2025-07-01,Search,164796,10722,1951,1074,2363.46,4019.16,0.7
CAMP04016,2025-01-10,2025-01-25,Email,95586,7583,1219,359,4078.51,7277.62,0.78
CAMP04017,2025-08-16,2025-08-31,Email,25653,2084,503,279,2919.84,8143.56,1.79
CAMP04018,2025-09-22,2025-09-29,Influencer,149579,8478,2420,863,4135.45,5866.03,0.42
CAMP04019,2025-09-05,2025-09-18,Social,178845,3007,1272,723,3699.58,5765.05,0.56
CAMP04020,2025-09-04,2025-09-14,Social,40205,2420,991,361,1470.68,2943.29,1.0
CAMP04021,2025-06-04,2025-06-09,Social,278715,14766,6926,1673,4956.95,8035.93,0.62
CAMP04022,2025-02-03,2025-02-10,Email,173392,5095,2258,498,2503.55,6973.05,1.79
CAMP04023,2025-05-09,2025-05-17,Display,121042,1321,363,213,2966.47,6721.94,1.27
CAMP04024,2025-06-09,2025-06-22,Email,53853,2069,222,55,2748.13,5516.83,1.01
CAMP04025,2025-03-30,2025-04-14,Email,166262,5545,1079,449,4437.39,9798.37,1.21
CAMP04026,2025-04-03,2025-04-13,Email,123088,6580,2263,929,1471.46,1529.82,0.04
CAMP04027,2025-11-23,2025-12-01,Display,94116,7392,2222,801,402.39,999.34,1.48
CAMP04028,2025-08-29,2025-09-03,Search,49489,2450,480,176,2197.65,3671.97,0.67
CAMP04029,2025-11-19,2025-12-01,Influencer,265513,25393,3875,1512,4599.76,10194.87,1.22
CAMP04030,2025-04-27,2025-05-12,Search,137909,4125,768,184,2252.63,6001.82,1.66
CAMP04031,2025-04-04,2025-04-10,Search,87945,2628,535,276,1460.05,2468.91,0.69
CAMP04032,2025-06-12,2025-06-27,Email,61964,3990,1783,625,3130.63,3362.07,0.07
CAMP04033,2025-04-09,2025-04-24,Search,135349,12271,4713,1403,3713.98,3721.18,0.0
CAMP04034,2025-04-23,2025-05-05,Email,61398,4326,1388,454,2367.51,6438.83,1.72
CAMP04035,2025-12-25,2026-01-04,Email,58198,4110,445,197,1962.14,4106.86,1.09
CAMP04036,2025-04-01,2025-04-13,Influencer,54427,4493,1925,981,1886.07,4339.66,1.3
CAMP04037,2025-12-12,2025-12-22,Social,142931,10031,3219,841,2164.43,4747.86,1.19
CAMP04038,2025-07-25,2025-08-03,Email,67570,5293,1857,811,4229.09,5658.58,0.34
CAMP04039,2025-01-17,2025-01-26,Search,169085,14871,1877,692,2464.55,2653.06,0.08
CAMP04040,2025-10-01,2025-10-15,Influencer,298798,3200,1363,742,1640.34,2438.21,0.49
CAMP04041,2025-06-22,2025-07-06,Search,243456,21839,9452,5479,993.34,2961.92,1.98
CAMP04042,2025-04-26,2025-05-11,Social,244779,7190,3259,1536,1484.82,2725.51,0.84
CAMP04043,2025-12-15,2025-12-27,Display,159126,14653,4560,1987,2367.38,6747.4,1.85
CAMP04044,2025-06-30,2025-07-11,Social,65254,2215,570,291,2784.29,4233.56,0.52
CAMP04045,2025-04-01,2025-04-13,Influencer,181278,9240,1193,475,3145.3,7645.54,1.43
CAMP04046,2025-03-23,2025-04-04,Social,283425,26655,4732,1051,449.76,473.19,0.05
CAMP04047,2025-11-20,2025-12-01,Social,273007,5426,1032,495,3104.54,3185.96,0.03
CAMP04048,2025-04-24,2025-04-30,Influencer,266137,20512,2565,1108,1824.77,3525.03,0.93
CAMP04049,2025-09-14,2025-09-29,Influencer,215144,9750,1577,410,1359.15,3123.56,1.3
CAMP04050,2025-02-27,2025-03-12,Search,21077,256,116,33,1722.19,5036.51,1.92
CAMP04051,2025-06-03,2025-06-14,Email,36052,3407,1083,316,3943.88,4178.16,0.06
CAMP04052,2025-12-31,2026-01-15,Display,149590,3082,1250,616,4036.11,12010.43,1.98
CAMP04053,2025-04-26,2025-05-06,Display,143468,11430,2400,977,608.41,1182.52,0.94
CAMP04054,2025-12-09,2025-12-22,Display,89548,3992,614,134,2523.9,6392.45,1.53
CAMP04055,2025-09-23,2025-09-28,Social,176149,14611,3642,1949,2694.54,6177.43,1.29
CAMP04056,2025-11-11,2025-11-26,Influencer,16981,1316,549,251,248.05,370.98,0.5
CAMP04057,2025-07-22,2025-07-28,Influencer,103989,6966,1525,752,3613.61,6016.91,0.67
CAMP04058,2025-02-10,2025-02-15,Influencer,73292,6928,1259,723,1897.29,4140.32,1.18
CAMP04059,2025-04-15,2025-04-29,Email,228026,4310,469,142,2148.19,2562.23,0.19
CAMP04060,2025-07-12,2025-07-19,Influencer,288363,23608,8253,3597,3088.65,7874.33,1.55
CAMP04061,2025-10-05,2025-10-20,Influencer,42853,3015,827,416,2397.81,6232.31,1.6
CAMP04062,2025-12-20,2025-12-29,Social,141718,5431,1105,447,3764.95,9944.25,1.64
CAMP04063,2025-08-25,2025-08-30,Search,190117,11243,3461,1365,3019.71,8144.67,1.7
CAMP04064,2025-08-09,2025-08-17,Display,182997,12446,4732,2704,1207.57,2871.82,1.38
CAMP04065,2025-03-09,2025-03-21,Social,179999,13727,2731,812,4365.39,10860.58,1.49
CAMP04066,2025-07-16,2025-07-26,Social,148063,3973,1364,629,1157.38,2520.05,1.18
CAMP04067,2025-09-13,2025-09-18,Social,40723,781,159,93,3596.31,5226.67,0.45
CAMP04068,2025-05-19,2025-05-24,Display,160859,3086,1526,439,3981.83,4643.16,0.17
CAMP04069,2025-11-08,2025-11-15,Social,80171,2922,1148,441,3472.58,4712.67,0.36
CAMP04070,2025-05-29,2025-06-12,Search,150459,3592,1225,722,2166.84,3003.7,0.39
CAMP04071,2025-04-09,2025-04-21,Influencer,120298,7002,1182,253,4401.97,11074.39,1.52
CAMP04072,2025-03-17,2025-04-01,Search,46405,2289,765,345,1705.73,4938.94,1.9
CAMP04073,2025-10-09,2025-10-24,Influencer,14152,1279,537,194,3466.67,9113.45,1.63
CAMP04074,2025-04-19,2025-05-01,Influencer,234506,17486,6904,3510,4400.55,13133.04,1.98
CAMP04075,2025-07-07,2025-07-14,Social,249085,7104,2921,961,861.6,936.84,0.09
CAMP04076,2025-07-18,2025-07-29,Social,109977,1552,352,122,3297.91,3509.55,0.06
